,bedType,bed,roomType,view,tuan,master_room_type,,,,room_name,stt
family ,double ,Other,executive suite ,Other,Executive Suite,Other,,,,Double Executive Suite,1
family ,double ,Other,executive suite ,Other,Executive Suite,Other,,,,"Executive Suite, 1 Double Bed",1
family ,double twin ,Other,executive suite ,Other,Executive Suite,Other,,,,Double Or Twin Executive Suite,1
family ,double twin ,Other,executive suite ,Other,Executive Suite,Other,,,,Double Or Twin Four Seasons Executive Suite,1
family ,double twin ,Other,executive suite ,Other,Executive Suite,Other,,,,"Executive Suite, 1 Double Or 2 Twin Beds",1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,Executive Suite,1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,Executive Suite - 2-Bedroom,1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,"Executive Suite, 1 Bedroom",1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,"Executive Suite, 2 Single Beds",1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,Executive Suite.,1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,Suite - Executive,1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,Suite Executive,1
family ,Other,Other,executive suite ,Other,Executive Suite,Other,,,,Suite Executive Suite,1
family ,Other,king ,executive suite ,Other,Executive Suite,Other,,,,Executive King Suite,1
family ,Other,king ,executive suite ,Other,Executive Suite,Other,,,,Executive Suite 1 King Bed,1
family ,Other,king ,executive suite ,Other,Executive Suite,Other,,,,Executive Suite With 1 King Bed,1
family ,Other,king ,executive suite ,Other,Executive Suite,Other,,,,"Executive Suite, 1 King Bed, Bathtub",1
family ,Other,queen ,executive suite ,Other,Executive Suite,Other,,,,Executive Queen Suite,1
family ,Other,queen ,executive suite ,Other,Executive Suite,Other,,,,"Executive Suite, 1 Queen Bed",1
family ,double ,Other,executive superior ,Other,Executive Superior,Other,,,,Double Room - Executive - Superior,1
family ,double twin ,Other,executive superior ,Other,Executive Superior,Other,,,,Twin/Double Room - Executive - Superior,1
family ,twin ,Other,executive superior ,Other,Executive Superior,Other,,,,Twin Room - Executive - Superior,1
family ,Other,Other,executive superior ,Other,Executive Superior,Other,,,,Executive Superior,1
family ,Other,Other,executive superior ,Other,Executive Superior,Other,,,,Superior Executive,1
family ,twin ,Other,Executive superior,Other,Executive superior,Other,,,,Twin Superior-Executive,2
family ,double ,Other,Executive superior,Other,Executive superior,Other,,,,Double Executive Superior,2
family ,double twin ,Other,Executive superior,Other,Executive superior,Other,,,,Double Or Twin Executive Sky Superior,2
family ,double twin ,Other,Executive superior,Other,Executive superior,Other,,,,Double Or Twin Executive Superior,2
family ,Other,Other,Executive superior,Other,Executive superior,Other,,,,Executive Superior,2
family ,Other,Other,Executive superior,Other,Executive superior,Other,,,,Executive Superior Sky Plus Lounge Benefits,2
family ,twin ,Other,Executive superior,Other,Executive superior,Other,,,,Twin Executive Superior,2
family ,twin double ,Other,Executive superior,Other,Executive superior,Other,,,,Twin/Double Room - Executive - Superior,2
family ,Other,king ,executive ,Other,Grand Executive,Other,,,,Grand Executive King,1
family ,Other,Other,Other,Other,Grand Luxury,Other,,,,Grand Luxury,1
family ,Other,Other,Grand premier ,Other,Grand premier ,Other,,,,2 Bedroom Grand Premier,2
family ,Other,king ,suite ,Other,Grand Suite,Other,,,,Grand Suite King,1
family ,double ,Other,suite ,Other,Honeymoon Suite,Other,,,,Double Honeymoon Suite,1
family ,double twin ,Other,executive ,Other,Horizon Executive,Other,,,,Double Or Twin Horizon Executive,1
family ,double twin ,Other,Junior,Other,Junior,Other,,,,Double Or Twin Junior,2
family ,Other,Other,Junior,Other,Junior,Other,,,,Junior,2
family ,double ,Other,Junior,Other,Junior,Other,,,,Junior Double,2
family ,double twin ,Other,Junior,Other,Junior,Other,,,,Junior Double Or Twin,2
family ,double ,Other,Junior,Other,Junior,Other,,,,Junior Double Room,2
family ,double ,Other,Junior,city ,Junior,Other,,,,"Junior Double Room, 1 Queen Bed, City View",2
family ,double ,Other,Junior,city ,Junior,Other,,,,"Junior Double Room, City View",2
family ,Other,Other,Junior,Other,Junior,Other,,,,Junior Room,2
family ,Other,Other,Junior,city ,Junior,Other,,,,"Junior Room, City View",2
family ,Other,Other,Junior,Other,Junior,Other,,,,"Junior Room, Corner",2
family ,twin ,Other,Junior,city ,Junior,Other,,,,"Junior Twin Room, City View",2
family ,Other,Other,Junior,Other,Junior,Other,,,,Pool Junior Room,2
family ,Other,Other,Other,Other,Junior Deluxe,Other,,,,Junior Luxe With Complimentary Mini Bar,1
family ,Other,Other,Junior deluxe ,Other,Junior deluxe ,Other,,,,Junior Deluxe,2
family ,double ,Other,Junior suite ,Other,Junior Suite,Other,,,,Double Junior Suite,1
family ,double ,Other,Junior suite ,Other,Junior Suite,Other,,,,Double Junior-Suite,1
family ,double twin ,Other,Junior suite ,Other,Junior Suite,Other,,,,Double Or Twin Junior Suite,1
family ,double twin ,Other,Junior suite ,Other,Junior Suite,Other,,,,"Junior Suite, 1 Double Or 2 Twin Beds",1
family ,twin ,Other,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite Twin,1
family ,twin ,Other,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite Twin Room,1
family ,twin ,Other,Junior suite ,Other,Junior Suite,Other,,,,"Junior Suite, 2 Twin Beds",1
family ,Other,Other,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite,1
family ,Other,Other,Junior suite ,Other,Junior Suite,Other,,,,"Junior Suite, 1 King Bed (Tower Wing)",1
family ,Other,Other,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite.,1
family ,Other,king ,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite - 1 King Bed,1
family ,Other,king ,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite King,1
Standart,Other,king ,Junior suite ,Other,Junior Suite,Other,,,,"Junior Suite, 1 King Bed",1
club ,Other,queen ,Junior suite ,Other,Junior Suite,Other,,,,Junior Suite Queen Bed,1
Standart,double ,Other,Junior Suite,Other,Junior Suite,Other,,,,Double Tower Wing Juniorsuite,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Corner Suite,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Family Suite With Bathtub,2
pool ,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - 1 King Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Balcony,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,Junior Suite - City View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Club,2
pool ,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Deluxe,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Executive,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Executive - Plus,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Gallery 1 King Bed,2
Standart,Other,Other,Junior Suite,Garden,Junior Suite,Other,,,,Junior Suite - Garden View,2
residence ,Other,Other,Junior Suite,Lake ,Junior Suite,Other,,,,Junior Suite - Lake View,2
Standart,Other,Other,Junior Suite,park,Junior Suite,Other,,,,Junior Suite - Park View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Premier,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite - Premium,2
Standart,Other,Other,Junior Suite,River,Junior Suite,Other,,,,Junior Suite - River View,2
Standart,Other,Other,Junior Suite,tower,Junior Suite,Other,,,,Junior Suite - Tower,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite (48 Sq.m.),2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite (No Window),2
Standart,triple ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite (Triple),2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite (With Window),2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite 1 Bedroom,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite 1 Bedroom - Executive,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite 1 King Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite 1 Queen Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite 2 Bedrooms,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Balcony,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,Junior Suite Balcony City View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Capacity 2,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,Junior Suite City View,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,Junior Suite City Wing,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Club,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Deluxe,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Deluxe One Bedroom,2
pool ,double ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Double,2
Standart,double ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Double Bed,2
Standart,double ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Double Junior,2
Standart,double twin ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Double Or Twin,2
family ,double twin ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Double Or Twin Room,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Family,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Garden View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite King,2
club ,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite King Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite King Size Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Lake View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Non-Smoking,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Park View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Plus,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Pool Wing,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Premier,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite River View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Room,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Room With Old Quarter View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Sky Zone,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Smoking,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Space Zone,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Standard Zone,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Studio,2
Standart,triple ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Triple,2
Standart,twin ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Twin,2
Standart,twin ,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Twin Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite Two Bedrooms,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite With Balcony,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,Junior Suite With Balcony And City View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite With Breakfast,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,Junior Suite With City View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite With Club Benefits,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite With King Bed,2
club ,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite With Lake View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suite With Luxury Lounge Benefits,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom Non-Smoking",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom Smoking",2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom, Balcony, City View",2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom, City View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom, Non Smoking",2
family ,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, 1 Bedroom, Non Smoking, City View",2
Standart,double ,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Double Bed",2
Standart,double ,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, 1 Double Bed, City View",2
Standart,double single ,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Double Or 2 Single Beds",2
Standart,single ,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 King And 1 Single Bed, Balcony",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 King Bed",2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, 1 King Bed, City View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 King Bed, Sauna",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Queen Bed",2
pool ,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, 1 Queen Bed, City View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 1 Queen Bed, Non Smoking, Lake View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, 2 Bedrooms",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, Balcony",2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, Bathtub, City View",2
Standart,Other,Other,Junior Suite,city ,Junior Suite,Other,,,,"Junior Suite, City View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, Garden View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,"Junior Suite, Lake View",2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Junior Suites,2
studio ,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Suite Junior,2
Standart,double ,Other,Junior Suite,Other,Junior Suite,Other,,,,Suite Junior Double,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Suite Junior One Bedroom,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,Other,,,,Suite Junior Suite,2
Standart,double ,Other,Other,Other,Luxury,Other,,,,Luxury Double Bed,1
Standart,double twin ,Other,Other,Other,Luxury,Other,,,,Luxury Double Or Twin,1
Standart,double twin ,Other,Other,Other,Luxury,Other,,,,Twin/Double Room - Luxury,1
Standart,twin ,Other,Other,Other,Luxury,Other,,,,Luxury Twin Room,1
Standart,twin ,Other,Other,Other,Luxury,Other,,,,Luxury Twin Studio,1
club ,Other,Other,Other,Other,Luxury,Other,,,,Luxury,1
Standart,Other,Other,Other,Other,Luxury,Other,,,,Luxury Room,1
Standart,Other,king ,Other,Other,Luxury,Other,,,,Luxury King Room,1
Standart,Other,queen ,Other,Other,Luxury,Other,,,,"Luxury Room, 1 Queen Bed, View",1
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,Double Luxury,2
Standart,double ,Other,Luxury,city ,Luxury,Other,,,,Double Luxury City View,2
Standart,double ,Other,Luxury,Garden,Luxury,Other,,,,Double Luxury Garden,2
Standart,double ,Other,Luxury,Sea,Luxury,Other,,,,Double Luxury Sea View,2
Standart,double twin ,Other,Luxury,Other,Luxury,Other,,,,Double Or Twin Luxury,2
Standart,double twin ,Other,Luxury,Park,Luxury,Other,,,,Double Or Twin Luxury Park View,2
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,Double Room - Luxury,2
Standart,double ,Other,Luxury,Garden,Luxury,Other,,,,Double Room - Luxury - Garden,2
Standart,double ,Other,Luxury,Garden,Luxury,Other,,,,Double Room - Luxury - Garden View,2
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,Double Room King Bed - Luxury,2
Standart,double ,Other,Luxury,Park,Luxury,Other,,,,Double Room King Bed - Luxury - Park View,2
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,Double Room Queen Bed - Luxury,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Family Room Luxury,2
Standart,Other,Other,Luxury,city ,Luxury,Other,,,,Family Room Luxury City View,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Historical Wing Grand Luxury Queen,2
Standart,single ,Other,Luxury,Other,Luxury,Other,,,,Historical Wing Luxury 2 Single Beds,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Historical Wing Luxury Queen,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,"Historical Wing Luxury Room, 1 Queen Bed",2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,"Historical Wing Luxury Room, 2 Twin Beds",2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxe Crib,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxe Sarang,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury (Main Tower),2
Standart,double ,Other,Luxury,city ,Luxury,Other,,,,Luxury Double City View,2
Standart,double twin ,Other,Luxury,Other,Luxury,Other,,,,Luxury Double Or Twin Room,2
Standart,double twin ,Other,Luxury,city ,Luxury,Other,,,,"Luxury Double Or Twin Room, 1 Bedroom, City View",2
Standart,double twin ,Other,Luxury,Other,Luxury,Other,,,,"Luxury Double Or Twin Room, Balcony",2
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,Luxury Double Room,2
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,Luxury Double Room With Terrace,2
Standart,double ,Other,Luxury,city ,Luxury,Other,,,,"Luxury Double Room, 1 Bedroom, City View",2
Standart,double ,Other,Luxury,Lake ,Luxury,Other,,,,"Luxury Double Room, 1 Bedroom, Lake View, Lakeside",2
Standart,double ,Other,Luxury,city ,Luxury,Other,,,,"Luxury Double Room, 1 King Bed, City View",2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Garden Room,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Luxury Garden View With Twin Bed,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury King Room,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Lake View King,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Park View King Bed,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Park View Room,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Room,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Room King Bed,2
family ,twin ,Other,Luxury,Other,Luxury,Other,,,,Luxury Room With Twin Bed,2
family ,Other,Other,Luxury,Other,Luxury,Other,,,,"Luxury Room, 1 King Bed",2
Standart,Other,Other,Luxury,Garden,Luxury,Other,,,,"Luxury Room, 1 King Bed, Garden View (Garden)",2
Standart,double ,Other,Luxury,Other,Luxury,Other,,,,"Luxury Room, 2 Double Beds, View",2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,"Luxury Room, 2 Twin Beds",2
Standart,twin ,Other,Luxury,Garden,Luxury,Other,,,,"Luxury Room, 2 Twin Beds, Garden View (Garden)",2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,Luxury Rooms,2
luxe ,triple ,Other,Luxury,Other,Luxury,Other,,,,Luxury Triple,2
luxe ,triple ,Other,Luxury,Other,Luxury,Other,,,,Luxury Triple Room,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Luxury Twin Bed,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Luxury Twin Room,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,M,2
Standart,Other,Other,Luxury,Other,Luxury,Other,,,,M Room,2
Standart,triple ,Other,Luxury,Other,Luxury,Other,,,,Triple Room - Luxury,2
Standart,triple ,Other,Luxury,Other,Luxury,Other,,,,Triple Room - Luxury - Garden,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Twin Luxury,2
Standart,twin ,Other,Luxury,city ,Luxury,Other,,,,Twin Luxury City View,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Twin Luxury Garden,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Twin Room - Luxury,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Twin Room - Luxury - Garden,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Twin Room - Luxury - Garden View,2
Standart,twin ,Other,Luxury,Other,Luxury,Other,,,,Twin Room - Luxury - Park View,2
Standart,Other,Other,Luxury deluxe ,Other,Luxury deluxe ,Other,,,,Luxurious Deluxe - 2 Persons,2
Standart,Other,Other,Luxury deluxe ,Other,Luxury deluxe ,Other,,,,Luxury Deluxe,2
Standart,Other,Other,Luxury Junior ,Other,Luxury Junior ,Other,,,,Luxury Junior Suite,2
Standart,Other,Other,suite ,Other,Luxury Suite,Other,,,,Luxury 1-Bedroom Suite,1
Standart,Other,Other,suite ,Other,Luxury Suite,Other,,,,Luxury Suite,1
Standart,Other,Other,Luxury suite ,Other,Luxury suite ,Other,,,,Luxury Suite,2
Standart,Other,Other,Luxury suite ,Other,Luxury suite ,Other,,,,Luxury Suite - King Bed,2
Standart,Other,Other,Luxury suite ,Other,Luxury suite ,Other,,,,Luxury Suite Corner,2
Standart,Other,Other,Luxury suite ,Other,Luxury suite ,Other,,,,Luxury Suite With Terrace,2
Standart,double ,Other,Luxury suite ,city ,Luxury suite ,Other,,,,"Luxury Suite, 1 Double Bed, Balcony, City View",2
Standart,Other,Other,Luxury suite ,Other,Luxury suite ,Other,,,,"Luxury Suite, 2 Bedrooms",2
Standart,Other,Other,Luxury suite ,Other,Luxury suite ,Other,,,,Ma May Balcony Suite,2
Standart,double ,Other,premier ,Other,Premier,Other,,,,Double Room - Premier,1
Standart,double ,Other,premier ,Other,Premier,Other,,,,Premier Double,1
Standart,double ,king ,premier ,Other,Premier,Other,,,,Double Room King Bed - Premier,1
Standart,double twin ,Other,premier ,Other,Premier,Other,,,,Double Or Twin Premier,1
Standart,double twin ,Other,premier ,Other,Premier,Other,,,,Twin/Double Room - Premier,1
Standart,triple ,Other,premier ,Other,Premier,Other,,,,Premier Triple Room,1
Standart,twin ,Other,premier ,Other,Premier,Other,,,,Premier Twin,1
Standart,twin ,Other,premier ,Other,Premier,Other,,,,Twin Premier,1
Standart,twin ,Other,premier ,Other,Premier,Other,,,,Twin Room - Premier,1
Standart,Other,Other,premier ,Other,Premier,Other,,,,1 Bedroom Premier,1
Standart,Other,Other,premier ,Other,Premier,Other,,,,One Bedroom Premier,1
Standart,Other,Other,premier ,Other,Premier,Other,,,,Premier,1
Standart,Other,Other,premier ,Other,Premier,Other,,,,Premier Room,1
Standart,Other,Other,premier ,Other,Premier,Other,,,,Premier Room.,1
Standart,Other,Other,premier ,Other,Premier,Other,,,,Premier.,1
Standart,Other,king ,premier ,Other,Premier,Other,,,,Premier King,1
Standart,Other,king ,premier ,Other,Premier,Other,,,,"Premier Room, 1 King Bed",1
Standart,Other,king ,premier ,City,Premier,Other,,,,"Premier Room, 1 King Bed, Private Bathroom, City View",1
Standart,Other,queen ,premier ,Other,Premier,Other,,,,"Premier Room, 2 Queen Beds",1
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 Bedroom Grand Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 Bedroom Premier  + Breakfast,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 Br Premier (Tower A),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 King Bed Premier Nonsmoking,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 King Bed Premier View Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,1 King Bed Premier View Room W Bath,2
penthouse penthouse ,Other,Other,premier ,Other,premier ,Other,,,,1 King Premier Nonsmoking,2
penthouse penthouse ,Other,Other,premier ,Pool,premier ,Other,,,,1 King Premier Pool View Nonsmoking,2
penthouse penthouse ,Other,Other,premier ,Other,premier ,Other,,,,1+1 Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,2 Bedroom Premier,2
Standart,single ,Other,premier ,Other,premier ,Other,,,,2 Single Premier Smoking,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,2 Twin Beds Premier View Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,3 Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,3 Bedroom Premier  + Breakfast,2
Standart,double ,Other,premier ,Garden,premier ,Other,,,,Double Garden-Premier Room,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Grand Premier,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Grand-Premier,2
pool ,double ,Other,premier ,Other,premier ,Other,,,,Double Loft Premier,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Merdeka Premier,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double One Bedroom Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Fairmont Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Grand Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Grand-Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Lohas Premier Balcony,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin One Bedroom Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Deck,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Harbour View,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Hip,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Marina Bay View,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier One Bedroom,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Pool Access,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Quay,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier Room King,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier View,2
