bedType,bed,roomType,view,master_room_type,,room_name,stt
,,premier ,,premier ,,Merdeka Premier Room,2
,,premier ,,premier ,,One Bedroom Premier,2
,,premier ,,premier ,,One Bedroom Premier Room,2
,,premier ,,premier ,,One Bedroom Premier.,2
,,premier ,,premier ,,Premier – Includes Breakfast And Internet,2
twin ,,premier ,,premier ,,Premier (King/Twin),2
,,premier ,,premier ,,Premier (North Tower),2
,,premier ,,premier ,,Premier (Previously Mandarin Premier),2
,,premier ,,premier ,,Premier @ Claymore,2
,,premier ,,premier ,,Premier + Breakfast,2
,,premier ,,premier ,,Premier Balcony,2
,,premier ,city ,premier ,,Premier City View Room,2
,,premier ,,premier ,,Premier Connect Room,2
,,premier ,,premier ,,Premier Connecting Room,2
,,premier ,,premier ,,Premier Corner,2
double ,,premier ,,premier ,,Premier Double Bed With Private Jacuzzi,2
double twin  ,,premier ,,premier ,,Premier Double Or Twin,2
double twin  ,,premier ,,premier ,,Premier Double Or Twin Room,2
double ,,premier ,,premier ,,Premier Double Room,2
double ,,premier ,,premier ,,Premier Double Room (With View),2
double ,,premier ,,premier ,,Premier Double Room With Balcony,2
double ,,premier ,,premier ,,Premier Double Room With Western Breakfast,2
double ,,premier ,city ,premier ,,"Premier Double Room, Balcony, City View",2
double ,,premier ,,premier ,,Premier Double With Breakfast,2
,,premier ,,premier ,,Premier Essential,2
,,premier ,,premier ,,Premier Garden View,2
,,premier ,,premier ,,Premier Harbour View Room,2
single ,,premier ,,premier ,,"Premier Harbour View Room, 1 King Bed Or 2 Single Beds (Newly Renovated)",2
,,premier ,,premier ,,Premier King,2
,,premier ,,premier ,,Premier King (Non-Smoking),2
,,premier ,,premier ,,Premier King Bed,2
,,premier ,,premier ,,Premier King Bedroom,2
,,premier ,,premier ,,Premier King Garden View,2
,,premier ,,premier ,,Premier King Room,2
,,premier ,,premier ,,Premier King Sky View,2
,,premier ,,premier ,,Premier Loft,2
,,premier ,,premier ,,"Premier Loft, 1 Queen Bed",2
,,premier ,,premier ,,Premier Marina Bay View,2
,,premier ,,premier ,,Premier Pool Access,2
,,premier ,,premier ,,Premier Pool Side (Roundtrip / Transfer),2
,,premier ,,premier ,,Premier Pool View (Roundtrip / Transfer),2
,,premier ,,premier ,,Premier Queen,2
,,premier ,,premier ,,Premier Queen Room - Non-Smoking,2
,,premier ,,premier ,,Premier River Front,2
,,premier ,,premier ,,Premier Room (1 Bed),2
,,premier ,,premier ,,Premier Room (Newly Renovated),2
,,premier ,,premier ,,Premier Room (Skyline),2
,,premier ,,premier ,,Premier Room Balcony Access,2
,,premier ,city ,premier ,,Premier Room Higher City View,2
,,premier ,,premier ,,Premier Room King,2
,,premier ,,premier ,,Premier Room King Bed,2
,,premier ,Lake ,premier ,,"Premier Room Lake View, 1 King Bed",2
,,premier ,,premier ,,Premier Room Only,2
twin ,,premier ,,premier ,,Premier Room Twin Bed,2
double ,,premier ,,premier ,,Premier Room Two Double Beds,2
,,premier ,,premier ,,"Premier Room, 1 Bedroom",2
double ,,premier ,,premier ,,"Premier Room, 1 Double Bed",2
double ,,premier ,,premier ,,"Premier Room, 1 Double Bed, Non Smoking",2
,,premier ,,premier ,,"Premier Room, 1 King Bed",2
,,premier ,,premier ,,"Premier Room, 1 King Bed (Garden)",2
single ,,premier ,city ,premier ,,"Premier Room, 1 King Bed Or 2 Single Beds, City View (Newly Renovated)",2
,,premier ,,premier ,,"Premier Room, 1 King Bed, Corner",2
,,premier ,,premier ,,"Premier Room, 1 King Bed, Non Smoking",2
,,premier ,city ,premier ,,"Premier Room, 1 King Bed, Non Smoking, City View",2
,,premier ,,premier ,,"Premier Room, 1 King Bed, Pool View",2
,,premier ,,premier ,,"Premier Room, 1 King Bed, Smoking",2
,,premier ,,premier ,,"Premier Room, 1 King Bed, View",2
,,premier ,,premier ,,"Premier Room, 1 Queen Bed",2
twin ,,premier ,,premier ,,"Premier Room, 1 Twin Bed (Garden)",2
,,premier ,,premier ,,"Premier Room, 2 Bedrooms",2
double ,,premier ,,premier ,,"Premier Room, 2 Double Beds",2
double ,,premier ,,premier ,,"Premier Room, 2 Double Beds, Smoking",2
twin ,,premier ,,premier ,,"Premier Room, 2 Twin Beds, Non Smoking",2
,,premier ,,premier ,,"Premier Room, 3 Bedrooms",2
,,premier ,city ,premier ,,"Premier Room, City View",2
,,premier ,,premier ,,"Premier Room, No Windows (Queen)",2
,,premier ,,premier ,,"Premier Room, Pool Access",2
,,premier ,,premier ,,Premier Sea Vew,2
,,premier ,,premier ,,Premier Sea View,2
,,premier ,,premier ,,Premier Standard Room,2
,,premier ,,premier ,,Premier Tower Seaview,2
triple ,,premier ,,premier ,,Premier Triple,2
triple ,,premier ,,premier ,,Premier Triple Room,2
triple ,,premier ,,premier ,,Premier Triple Room - Non Smoking,2
twin ,,premier ,,premier ,,Premier Twin Bed,2
twin ,,premier ,,premier ,,Premier Twin Bedroom,2
twin ,,premier ,Garden,premier ,,Premier Twin Garden View,2
twin ,,premier ,,premier ,,Premier Twin Room,2
twin ,,premier ,,premier ,,Premier Twin Room - Breakfast,2
twin ,,premier ,,premier ,,"Premier Twin Room, 2 Twin Beds, Non Smoking",2
,,premier ,,premier ,,Premier Water Chalet,2
,,premier ,,premier ,,Premier With Breakfast,2
,,premier ,,premier ,,Premier-Deck With Breakfast,2
,,premier ,,premier ,,Premier-Marina Bay View (Fit),2
,,premier ,,premier ,,Room (Vista Premier),2
twin ,,premier ,,premier ,,Saffron Premier King Or Twin Room,2
,,premier ,,premier ,,Swiss Premier Room (Formerly New Premier Room),2
,,premier ,,premier ,,"Swiss, Premier Room",2
,,premier ,city ,premier ,,"Swiss, Premier Room, City View",2
,,premier ,,premier ,,Three Bedroom Premier,2
,,premier ,,premier ,,Tower Wing Horizon Grand Premier,2
triple ,,premier ,,premier ,,Triple Premier,2
triple ,,premier ,,premier ,,Triple Premier Loft,2
triple ,,premier ,,premier ,,Triple Room - Premier,2
triple ,,premier ,,premier ,,Triple Room - Premier - Loft,2
twin ,,premier ,,premier ,,Twin Premier Essential,2
twin ,,premier ,,premier ,,Twin Premier Marina Bay View,2
twin ,,premier ,,premier ,,Twin Room - Premier - Loft,2
twin ,,premier ,,premier ,,Twin Room - Premier - Special,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Grand - Premier,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Balcony,2
double twin  ,,premier ,city ,premier ,,Twin/Double Room - Premier - City View,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Garden View,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Harbour View,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - High Floor,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Loft,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Marina View,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Sea View,2
double twin  ,,premier ,,premier ,,Twin/Double Room - Premier - Sky,2
,,premier ,,premier ,,Two Bedroom Premier,2
,,premier ,,premier ,,Urban Premier,2
single ,,premier ,,premier ,,"Urban Premier, 2 Single Beds",2
,,premier ,,premier ,,(Premier Floor) 1 Bedroom Premier,2
,,premier ,,premier ,,(Premier Floor) 2 Bedroom Premier,2
,,premier ,,premier ,,Premier Floor 1-Bedroom Premier Suite,2
,,premier deluxe ,,premier deluxe ,,(Premier Floor) 1 Bedroom Deluxe,2
,,premier deluxe ,,premier deluxe ,,(Premier Floor) 2 Bedroom Deluxe,2
double twin  ,,premier deluxe ,,premier deluxe ,,Double Or Twin Premier Deluxe,2
double ,,premier deluxe ,,premier deluxe ,,Double Room - Premier - Deluxe,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe - Canvas,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe - Canvas 1 King Bed ,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe King Room,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe Room,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe Suite,2
twin ,,premier deluxe ,,premier deluxe ,,Premier Deluxe Twin Room,2
,,premier deluxe ,,premier deluxe ,,Premier Deluxe.,2
,,premier deluxe ,,premier deluxe ,,Premier Floor 1-Bedroom Deluxe Suite,2
,,premier deluxe ,,premier deluxe ,,Premier Floor 2-Bedroom Deluxe Suite,2
,,premier deluxe ,,premier deluxe ,,Premier Room (Deluxe),2
,,premier deluxe ,,premier deluxe ,,Premier Room (Formerly Deluxe Room),2
,,premier deluxe ,,premier deluxe ,,Premier Room (Premier Deluxe),2
,,premier deluxe ,city ,premier deluxe ,,"Premier Room, City View (Deluxe)",2
triple triple ,,premier deluxe ,,premier deluxe ,,Premier Triple Room (Premier Deluxe Triple),2
twin ,,premier deluxe ,,premier deluxe ,,Twin Room - Premier - Deluxe,2
double twin  ,,premier deluxe ,,premier deluxe ,,Twin/Double Room - Premier - Deluxe - River View,2
double ,,premier executive ,,premier executive ,,Double Excutive Premier,2
double ,,premier executive ,,premier executive ,,Double Premier Executive,2
double ,,premier executive ,,premier executive ,,Double Room King Bed - Premier - Executive,2
,,premier executive ,,premier executive ,,Premier Executive,2
,,premier executive ,,premier executive ,,Premier Executive Floor King Room,2
twin ,,premier executive ,,premier executive ,,Premier Executive Floor Twin Room,2
,,premier executive ,,premier executive ,,Premier Executive King Room,2
,,premier executive ,,premier executive ,,Premier Executive Room,2
,,premier executive ,,premier executive ,,Premier Executive Suite,2
,,premier executive ,,premier executive ,,Premier Executive Suites,2
twin ,,premier executive ,,premier executive ,,Premier Executive Twin Room,2
twin ,,premier executive ,,premier executive ,,Twin Premier Executive,2
twin ,,premier executive ,,premier executive ,,Twin Room - Premier - Executive,2
,,premier quadruple ,,premier quadruple ,,Premier Quadruple,2
,,premier suite ,,premier suite ,,(Premier Floor) 3 Bedroom Suite,2
,,premier suite ,,premier suite ,,1 Bedroom Premier Suite,2
,,premier suite ,,premier suite ,,2 Bedroom Premier Suite.,2
,,premier suite ,,premier suite ,,3 Bedroom Premier Suite,2
,,premier suite ,,premier suite ,,3 Bedroom Premier Suite.,2
,,premier suite ,,premier suite ,,3-Bedroom Premier Suite,2
double twin  ,,premier suite ,,premier suite ,,Double Or Twin Premier Suite,2
double ,,premier suite ,,premier suite ,,Double Premier Suite,2
double twin  ,,premier suite ,,premier suite ,,Double/Twin Premier-Suite,2
,,premier suite ,,premier suite ,,Grand Premier Suite,2
,,premier suite ,,premier suite ,,Grand Premier Three-Bedroom Suite,2
,,premier suite ,,premier suite ,,One Bedroom Premier Suite,2
,,premier suite ,,premier suite ,,Premier 2 Bedrooms Suite,2
,,premier suite ,,premier suite ,,Premier Floor 2-Bedroom Premier Suite,2
,,premier suite ,,premier suite ,,Premier Floor 3-Bedroom Premier Suite,2
,,premier suite ,,premier suite ,,Premier Junior Suite,2
,,premier suite ,,premier suite ,,Premier One Bedroom Suite,2
,,premier suite ,,premier suite ,,Premier Selection Suite,2
,,premier suite ,,premier suite ,,Premier Selection Suite King,2
,,premier suite ,,premier suite ,,Premier Studio Suite,2
,,premier suite ,,premier suite ,,Premier Suite,2
,,premier suite ,,premier suite ,,Premier Suite - 1,2
,,premier suite ,,premier suite ,,Premier Suite (1-Bedroom),2
,,premier suite ,,premier suite ,,Premier Suite (Tower-B).,2
,,premier suite ,,premier suite ,,Premier Suite No Window,2
,,premier suite ,,premier suite ,,Premier Suite Room,2
,,premier suite ,,premier suite ,,Premier Suite With Breakfast,2
,,premier suite ,,premier suite ,,Premier Suite With Window,2
,,premier suite ,,premier suite ,,"Premier Suite, 1 Bedroom",2
,,premier suite ,city ,premier suite ,,"Premier Suite, City View (Full Spectrum Suite)",2
,,premier suite ,,premier suite ,,Premiere Suite,2
,,premier suite ,,premier suite ,,Premiere Two-Bedroom Suite,2
,,premier suite ,,premier suite ,,Two Bedroom Premier Suite,2
,,premier suite ,,premier suite ,,Suite - Club Room - Premier,2
,,premier suite ,,premier suite ,,Suite - Premier,2
,,premier suite ,,premier suite ,,Suite - Premier - Prestige,2
,,premier suite ,,premier suite ,,Suite 1 Bedroom - Premier,2
,,premier suite ,,premier suite ,,Suite 1 Bedroom-Premier,2
,,premier suite ,,premier suite ,,Suite 2 Bedrooms - Premier,2
,,premier suite ,,premier suite ,,Suite 3 Bedrooms-Premier,2
,,premier suite ,,premier suite ,,Suite Premier,2
,,premier suite ,,premier suite ,,Suite Premier Corner,2
double ,,premier suite ,,premier suite ,,Suite Premier Double,2
,,premier suite ,,premier suite ,,Suite Premier One Bedroom,2
,,premier superior ,,premier superior ,,(Premier Floor) 1 Bedroom Superior,2
single ,,premium ,,Premium,,4-Single Premium Capsule Private Room,2
twin ,,premium ,,Premium,,Comfort Premium Twin,2
double ,,premium ,,Premium,,Double Heritage Premium,2
double twin  ,,premium ,,Premium,,Double Or Twin Premium,2
double twin  ,,premium ,,Premium,,Double Or Twin Premium Corner,2
double twin  ,,premium ,,Premium,,Double Or Twin Premium One Bedroom,2
double ,,premium ,,Premium,,Double Premium,2
double ,,premium ,,Premium,,Double Premium World,2
double ,,premium ,,Premium,,Double Room - Heritage - Premium,2
double ,,premium ,,Premium,,Double Room - Premium,2
double ,,premium ,,Premium,,Double Room - Premium - Corner,2
double ,,premium ,,Premium,,Double Room King Bed - Premium,2
double ,,premium ,,Premium,,Double Room Queen Bed - Premium,2
double ,,premium ,,Premium,,Double World-Premium Room,2
,,premium ,,Premium,,Grand Premium,2
,,premium ,,Premium,,Heritage Premium,2
,,premium ,,Premium,,Heritage Premium Merlion,2
twin ,,premium ,,Premium,,"Heritage Premium Room, 2 Twin Beds",2
,,premium ,,Premium,,One Bedroom Premium,2
single ,,premium ,,Premium,,Opera Wing Premium 2 Single,2
,,premium ,,Premium,,Opera Wing Premium Queen,2
,,premium ,,Premium,,"Opera Wing Premium Room, 1 Queen Bed",2
twin ,,premium ,,Premium,,"Opera Wing Premium Room, 2 Twin Beds",2
,,premium ,,Premium,,Premium,2
,,premium ,,Premium,,Premium  Room,2
,,premium ,,Premium,,Premium 1 King Bed With View,2
,,premium ,,Premium,,Premium Balcony Room,2
,,premium ,city ,Premium,,Premium City View,2
,,premium ,,Premium,,Premium Corner,2
,,premium ,,Premium,,Premium Corner Room,2
double twin  ,,premium ,,Premium,,Premium Double  Or Twin Room,2
double twin  ,,premium ,,Premium,,Premium Double Or Twin,2
double twin  ,,premium ,,Premium,,Premium Double Or Twin Room,2
double twin  ,,premium ,Garden,Premium,,"Premium Double Or Twin Room, 1 Bedroom, Garden View, Poolside",2
double twin  ,,premium ,,Premium,,"Premium Double Or Twin Room, Balcony",2
double twin  ,,premium ,,Premium,,"Premium Double Or Twin Room, Non Smoking, Balcony",2
double ,,premium ,city ,Premium,,Premium Double Room City View,2
double ,,premium ,city ,Premium,,"Premium Double Room, 1 King Bed, Non Smoking, City View",2
,,premium ,,Premium,,Premium Family Room,2
,,premium ,,Premium,,Premium Guestroom,2
,,premium ,,Premium,,Premium King,2
,,premium ,,Premium,,Premium King Room,2
,,premium ,,Premium,,Premium Queen,2
,,premium ,,Premium,,Premium Queen Capsule,2
,,premium ,,Premium,,Premium Queen Room,2
,,premium ,,Premium,,Premium Riva (River View),2
,,premium ,,Premium,,Premium Riva View,2
,,premium ,,Premium,,Premium River View Room,2
,,premium ,,Premium,,Premium Room,2
,,premium ,,Premium,,Premium Room - Non-Smoking,2
,,premium ,city ,Premium,,Premium Room (City),2
,,premium ,,Premium,,Premium Room (Late Check Out 2 Pm),2
,,premium ,,Premium,,Premium Room (River),2
,,premium ,,Premium,,Premium Room (Windows Subject To Availability),2
,,premium ,,Premium,,Premium Room (With Window),2
,,premium ,,Premium,,"Premium Room, 1 Bedroom",2
,,premium ,city ,Premium,,"Premium Room, 1 Bedroom, City View",2
,,premium ,,Premium,,"Premium Room, 1 Bedroom, Kitchen",2
double ,,premium ,,Premium,,"Premium Room, 1 Double Bed",2
double ,,premium ,city ,Premium,,"Premium Room, 1 Double Bed, City View",2
double ,,premium ,city ,Premium,,"Premium Room, 1 Double Bed, City View, Tower",2
double twin  ,,premium ,,Premium,,"Premium Room, 1 Double Or 2 Twin Beds",2
,,premium ,,Premium,,"Premium Room, 1 King Bed",2
,,premium ,,Premium,,Premium S/D,2
double ,,premium ,,Premium,,Premium S&Apos,2
double single ,,premium ,,Premium,,Premium Single Or Double Room,2
,,premium ,,Premium,,Premium Standard Queen,2
twin ,,premium ,,Premium,,Premium Standard Twin,2
triple ,,premium ,,Premium,,Premium Triple,2
triple ,,premium ,,Premium,,Premium Triple Room,2
twin ,,premium ,,Premium,,Premium Twin,2
double twin  ,,premium ,,Premium,,Premium Twin Or Double,2
,,premium ,,Premium,,Premium World,2
double ,,premium ,,Premium,,Premium Zen Double,2
triple ,,premium ,,Premium,,Premium Zen Triple,2
twin ,,premium ,,Premium,,Premium Zen Twin,2
,,premium ,,Premium,,Suasana Premium Suites 1 Bedroom,2
,,premium ,,Premium,,Suasana Premium Suites 2 Bedrooms,2
,,premium ,,Premium,,The Level Premium Room,2
triple ,,premium ,,Premium,,Triple Premium,2
triple ,,premium ,,Premium,,Triple Room - Premium,2
twin ,,premium ,,Premium,,Twin Premium,2
twin ,,premium ,,Premium,,Twin Room - Premium,2
double twin  ,,premium ,city ,Premium,,Twin/Double Room - Premium - City View,2
double twin  ,,premium ,,Premium,,Twin/Double Room - Premium - Grand,2
double twin  ,,premium deluxe ,,premium deluxe ,,Double Or Twin Premium Deluxe,2
double ,,premium deluxe ,,premium deluxe ,,Double Room - Premium - Deluxe,2
double ,,premium deluxe ,,premium deluxe ,,Double Room King Bed - Premium - Deluxe - Plus,2
double twin  ,,premium deluxe ,,premium deluxe ,,Double/Twin Premium-Deluxe,2
,,premium deluxe ,city ,premium deluxe ,,Premium Deluxe City View,2
double ,,premium deluxe ,,premium deluxe ,,Premium Deluxe Double Bed,2
,,premium deluxe ,,premium deluxe ,,Premium Deluxe King,2
,,premium deluxe ,,premium deluxe ,,Premium Deluxe King Bed,2
,,premium deluxe ,,premium deluxe ,,Premium Deluxe Queen,2
,,premium deluxe ,,premium deluxe ,,Premium Deluxe Room,2
,,premium deluxe ,city ,premium deluxe ,,Premium Deluxe Room (Garden Or City View),2
single ,,premium deluxe ,,premium deluxe ,,Premium Deluxe Single,2
,,premium deluxe ,,premium deluxe ,,Premium Deluxe Suite,2
twin ,,premium deluxe ,,premium deluxe ,,Premium Deluxe Twin,2
twin ,,premium deluxe ,,premium deluxe ,,Premium Deluxe Twin Room - High Floor,2
triple ,,premium deluxe ,,premium deluxe ,,Triple Room - Premium - Deluxe,2
twin ,,premium deluxe ,,premium deluxe ,,Twin Room - Premium - Deluxe,2
twin ,,premium deluxe ,city ,premium deluxe ,,Twin Room - Premium - Deluxe - City View,2
double twin  ,,premium deluxe ,,premium deluxe ,,Twin/Double Room - Premium - Deluxe,2
,,premium executive ,,Premium Executive,,Premium Executive,2
,,premium executive ,,Premium Executive,,Premium Executive + Free Late Out 14h00,2
,,premium executive ,city ,Premium Executive,,"Premium Executive Room, Balcony With City View",2
,,premium executive ,,Premium Executive,,Premium Executive Studio,2
double ,,premium suite ,,premium suite ,,Double Premium Suite,2
,,premium suite ,,premium suite ,,One Bedroom Premium Suite,2
,,premium suite ,,premium suite ,,Premium One Bedroom Suite,2
,,premium suite ,,premium suite ,,Premium Studio Suite,2
,,premium suite ,,premium suite ,,Premium Suite,2
,,premium suite ,,premium suite ,,"Premium Suite, 1 Bedroom",2
,,premium suite ,,premium suite ,,"Premium Suite, 1 Bedroom, Ensuite, Lake View",2
,,premium suite ,,premium suite ,,"Premium Suite, 2 Bedrooms",2
,,premium suite ,,premium suite ,,Premium Two Bedroom Suite,2
,,premium suite ,,premium suite ,,Suasana Premium One-Bedroom Suite,2
,,premium suite ,,premium suite ,,Suasana Premium Three-Bedroom Suite,2
,,premium suite ,,premium suite ,,Suasana Premium Two-Bedroom Suite,2
,,premium suite ,,premium suite ,,Suite - Premium,2
,,premium suite ,,premium suite ,,Suite 1 Bedroom - Premium,2
,,premium suite ,,premium suite ,,Suite 2 Bedrooms - Premium,2
,,premium suite ,,premium suite ,,Suite Premium,2
,,premium suite ,,premium suite ,,Suite Premium One Bedroom,2
,,Presiden suite ,,Presiden suite ,,3-Bedroom Presidential Suite,2
double ,,President,,President,,One Bedroom President - Double,2
,,President,,President,,Presidential,2
,,President,,President,,Presidential 2 Bedrooms,2
,,President suite ,,President suite ,,President Corner Suite,2
,,President suite ,,President suite ,,President Suite,2
,,President suite ,,President suite ,,Presidential Family Suite,2
,,President suite ,,President suite ,,Presidential Suite,2
,,President suite ,,President suite ,,Presidential Suite 2 Bedrooms,2
,,President suite ,,President suite ,,Presidential Suite King Bed,2
,,President suite ,,President suite ,,Presidential Suite Space Zone,2
,,President suite ,,President suite ,,Presidential Suite With Breakfast,2
,,President suite ,,President suite ,,"Presidential Suite, 2 Bedrooms",2
,,President suite ,,President suite ,,Presidential Suites.,2
,,privilege suite ,,Privilege Suite,,Suite - Privilege,2
,,Quadraple,,Quadruple,,Privilege Tower Wing,2
,,Quadraple,,Quadruple,,Quad,2
,,Quadraple,,Quadruple,,Quad - Good For 4 Pax,2
,,Quadraple,,Quadruple,,Quad (2 Inter-Connected Rooms For 4 Guests),2
,,Quadraple,,Quadruple,,Quad (Shared Bathroom),2
double single ,,Quadraple,,Quadruple,,Quad Bed - 1 Double 1 Single With 1 Bunk Bed,2
,,Quadraple,,Quadruple,,Quad Bedroom,2
,,Quadraple,,Quadruple,,Quad Loft,2
,,Quadraple,,Quadruple,,Quad No Window,2
,,Quadraple,,Quadruple,,Quad Room,2
,,Quadraple,,Quadruple,,Quad Room (Price Per Room),2
,,Quadraple,,Quadruple,,Quad Room Shared Bathroom,2
,,Quadraple,,Quadruple,,Quad Room With Shared Bathroom,2
,,Quadraple,,Quadruple,,Quad Room With Shower,2
,,Quadraple,,Quadruple,,Quad Standard,2
,,Quadraple,,Quadruple,,Quad Standard Room,2
,,Quadraple,,Quadruple,,Quadraple Room With Private Bathroom,2
,,Quadraple classic ,,Quadraple classic ,,Quad Classic,2
,,Quadraple deluxe ,,Quadraple deluxe ,,Quad Deluxe,2
,,Quadraple suite ,,Quadraple suite ,,Quad Suite,2
,,quadruple ,,Quadruple,,Basic Quadruple Room,2
,,quadruple ,,Quadruple,,"Basic Quadruple Room, 1 Bedroom, Smoking",2
,,quadruple ,,Quadruple,,"Basic Quadruple Room, Non Smoking",2
,,quadruple ,,Quadruple,,Comfort Quadruple Room,2
,,quadruple ,,Quadruple,,My Quadruple Room ,2
,,quadruple ,,Quadruple,,Quadruple,2
,,quadruple ,,Quadruple,,"Quadruple Alcove, Non-Private Bathroom",2
,,quadruple ,city ,Quadruple,,Quadruple City View,2
,,quadruple ,,Quadruple,,Quadruple Grand,2
,,quadruple ,,Quadruple,,Quadruple Mixed Room,2
,,quadruple ,city ,Quadruple,,Quadruple Room - City View,2
,,quadruple ,,Quadruple,,Quadruple Room - Grand,2
,,quadruple ,,Quadruple,,Quadruple Room - Shared Bath,2
,,quadruple ,,Quadruple,,Quadruple Room (Bunk Bed),2
,,quadruple ,,Quadruple,,Quadruple Room (With Private Bathroom ),2
,,quadruple ,,Quadruple,,Quadruple Room Shared Bathroom,2
,,quadruple ,,Quadruple,,Quadruple Room With Bunk Beds And Shared Bathroom,2
,,quadruple ,,Quadruple,,Quadruple Room With Private Bathroom,2
,,quadruple ,,Quadruple,,Quadruple Room With Private External Bathroom,2
,,quadruple ,,Quadruple,,Quadruple Room With Shared Bathroom,2
,,quadruple ,,Quadruple,,Quadruple Room With Shared Bathroom - 4 Person,2
double ,,quadruple ,,Quadruple,,"Quadruple Room, 2 Double Beds",2
,,quadruple ,,Quadruple,,"Quadruple Room, 2 Queen Beds",2
,,quadruple ,,Quadruple,,"Quadruple Room, Private Bathroom",2
,,quadruple ,,Quadruple,,"Quadruple Room, Shared Bathroom",2
,,quadruple ,,Quadruple,,Quadruple Standard,2
,,quadruple ,,Quadruple,,"Comfort Quadruple Room, Shared Bathroom",2
,,quadruple ,,Quadruple,,Economy Quadruple Room With Shared Bathroom,2
,,quadruple deluxe ,,Quadraple deluxe ,,Quadruple 2 Bedroom Deluxe,2
,,quadruple deluxe ,,Quadraple deluxe ,,Quadruple Deluxe,2
,,quadruple deluxe ,,Quadraple deluxe ,,Quadruple Deluxe Two Bedroom,2
,,quadruple deluxe ,,Quadraple deluxe ,,Quadruple Grand Deluxe,2
,,quadruple deluxe ,,Quadraple deluxe ,,Quadruple Room - Deluxe,2
,,quadruple executive ,,quadruple executive ,,Quadruple Executive One Bedroom,2
,,quadruple premier ,,quadruple premier ,,Quadruple Premier,2
,,quadruple premier ,,quadruple premier ,,Quadruple Premier Two Bedrooms,2
,,quadruple premier ,,quadruple premier ,,Quadruple Room - Premier,2
,,quadruple premium ,,quadruple premium ,,Quadruple Room - Premium,2
,,quadruple suite ,,Quadraple suite ,,Quadruple En-Suite Bunk Beds,2
,,quadruple suite ,,Quadraple suite ,,Quadruple Grand Suite,2
,,quadruple suite ,,Quadraple suite ,,Quadruple Loft King Suite,2
,,quadruple superior ,,quadruple superior ,,Quadruple Room - Superior,2
,,quadruple superior ,,quadruple superior ,,Quadruple Superior,2
,,Residence,,Residence,Residence,1 Bedroom Residence,2
,,Residence,,Residence,Residence,4 Bedroom Residence,2
double ,,Residence,,Residence,Residence,Double One Bedroom Residence,2
double twin  ,,Residence,,Residence,Residence,Double Or Twin One Bedroom Residence,2
double ,,Residence,,Residence,Residence,Double The Pillars One Bedroom Residences,2
double ,,Residence,,Residence,Residence,Double Two Bedrooms Residence,2
,,Residence,,Residence,Residence,One Bedroom Residence,2
,,Residence,,Residence,Residence,One Bedroom Residensi,2
,,Residence,,Residence,Residence,One-Bedroom Residensi,2
,,Residence,,Residence,Residence,Poste Residence Room,2
,,Residence,,Residence,Residence,2 Bedroom Residence,2
,,Residence,,Residence,Residence,2 Bedroom Residence.,2
double twin  ,,Residence,,Residence,Residence,Double Or Twin Two Bedrooms Residence,2
,,residence ,,Residence,Residence,Two Bedroom Residence,2
,,Residence deluxe  ,,Residence deluxe  ,Residence,1 Bedroom Deluxe Residence,2
,,residence suite ,,residence suite ,Residence,Suite - Residence,2
double ,,Senior,,Senior,,"Senior Room, 1 Double Bed, Church View",2
,,Senior deluxe ,,Senior deluxe ,,Senior Deluxe,2
,,Senior deluxe ,,Senior deluxe ,,Senior Deluxe Room,2
double ,,Senior suite ,,Senior suite ,,Senior Double Suite,2
,,Senior suite ,city ,Senior suite ,,"Senior Suite, City View",2
,,Senior suite ,city ,Senior suite ,,"Senior Suite, City View (Late Check Out 2 Pm)",2
double ,,shared,,shared,,Double Bunk Bed Mixed Shared Room,2
double ,,shared ,,shared,,Double (With Fan And Shared Bathroom),2
double ,,shared ,,shared,,Double Room - Budget - Shared Bath,2
double ,,shared ,,shared,,Double Room (With Shared Bathroom),2
double ,,shared ,,shared,,Double Room For 2 People (Shared Bathroom),2
double ,,shared ,,shared,,Double Room With Fan And Shared Bathroom,2
double ,,shared ,,shared,,"Double Room, Non Smoking, Shared Bathroom",2
double ,,shared ,,shared,,Double Shared Bathroom,2
,,shared ,,shared,,Economy Room - Shared Bathroom,2
,,shared ,,shared,,Private Room With Shared Bathroom,2
,,shared ,,shared,,Room With Shared Bathroom,2
twin ,,shared ,,shared,,Standard Twin Bed (Shared Bathroom),2
triple ,,shared ,,shared,,Triple - Air Conditioning And Shared Bathroom,2
triple ,,shared ,,shared,,Triple With Shared Bathroom,2
twin ,,shared ,,shared,,Twin - Air Conditioning And Shared Bathroom,2
twin ,,shared ,,shared,,Twin Railway With Shared Bathroom,2
