hotelType,bedType,bed,roomType,view,Master_room_type,room_name,room_master
Standart,double twin ,Other,Standart,Garden,Standart,"Double Or Twin Room, Garden View",
Standart,double twin ,Other,Standart,Other,Standart,"Double Or Twin Room, Private Bathroom",
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Room(Air  Con With Private Bath Room And Hot Shower),
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Run Of House,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Run Of The House,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Skyline,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Slender,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin So Comfy,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin So Cosy,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Spectacular,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Swiss Advantage Room,
Standart,double twin ,Other,Standart,Garden,Standart,Double Or Twin Terrace Garden View,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin The Sky,
Standart,double twin twin ,Other,Standart,Tower,Standart,Double Or Twin Traders Twin Tower View,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Trendy - Building B,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Two Bedrooms,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Urban,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Urban Den,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin With Private Bathroom,
Standart,double twin ,Other,Standart,Other,Standart,Double Or Twin Wonderful,
Standart,double ,Other,Standart,Other,Standart,Double Orchid,
Standart,double ,Other,Standart,Other,Standart,Double Paradise Cabana,
Standart,double ,Other,Standart,Other,Standart,Double Park  View Room,
Standart,double ,Other,Standart,Other,Standart,Double Park Room,
Standart,double ,Other,Standart,Other,Standart,Double Pod,
Standart,double ,Other,Standart,Other,Standart,Double Pods,
Standart,double ,Other,Standart,Other,Standart,Double Prestige,
Standart,double ,Other,Standart,Other,Standart,Double Private,
Standart,double ,Other,Standart,Other,Standart,Double Private Room,
Standart,double ,Other,Standart,Other,Standart,Double Private Room With Bathroom,
shared ,double ,Other,Standart,Other,Standart,Double Private Room With Shared Bathroom,
Standart,double ,Other,Standart,Other,Standart,Double Queen,
Standart,double ,Other,Standart,Other,Standart,Double Queen Size Bed,
Standart,double ,Other,Standart,Other,Standart,Double River Breeze,
Standart,double ,Other,Standart,Other,Standart,Double River View,
Standart,double ,Other,Standart,Other,Standart,Double River-Breeze,
Standart,double ,Other,Standart,Other,Standart,Double Room - Air Conditioning,
Standart,double ,Other,Standart,Other,Standart,Double Room - Attached Bathroom,
Standart,double ,Other,Standart,Other,Standart,Double Room - Balcony,
Standart,double ,Other,Standart,Other,Standart,Double Room - Budget,
Standart,double ,Other,Standart,Other,Standart,Double Room - Bunk Bed Type,
Standart,double ,Other,Standart,city ,Standart,Double Room - City View,
Standart,double ,Other,Standart,Other,Standart,Double Room - Economy,
shared ,double ,Other,Standart,Other,Standart,Double Room - Economy - Shared Bath,
Standart,double ,Other,Standart,Garden,Standart,Double Room - Garden View,
Standart,double ,Other,Standart,Other,Standart,Double Room - Grand,
Standart,double ,Other,Standart,Other,Standart,Double Room - Grand - Balcony,
Standart,double ,Other,Standart,Other,Standart,Double Room - Honeymoon,
Standart,double ,Other,Standart,Other,Standart,Double Room - Lake View,
Standart,double ,Other,Standart,Other,Standart,Double Room - Loft,
Standart,double ,Other,Standart,Other,Standart,Double Room - Marina View,
Standart,double ,Other,Standart,Other,Standart,Double Room - Merchant,
Standart,double ,Other,Standart,Other,Standart,Double Room - No View,
Standart,double ,Other,Standart,Other,Standart,Double Room - No Window,
Standart,double ,Other,Standart,Other,Standart,Double Room - Non-Smoking,
Standart,double ,Other,Standart,Other,Standart,Double Room - Pacific,
Standart,double ,Other,Standart,Other,Standart,Double Room - Panoramic,
Standart,double ,Other,Standart,Park,Standart,Double Room - Park View,
Standart,double ,Other,Standart,Other,Standart,Double Room - Prestige,
Standart,double ,Other,Standart,Other,Standart,Double Room - Queen Size Bed,
Standart,double ,Other,Standart,River,Standart,Double Room - River View,
shared ,double ,Other,Standart,Other,Standart,Double Room - Shared Bath,
shared ,double ,Other,Standart,Other,Standart,Double Room - Shared Bathroom,
Standart,double ,Other,Standart,Other,Standart,Double Room - Small,
Standart,double ,Other,Standart,Other,Standart,Double Room - Terrace,
Standart,double ,Other,Standart,Other,Standart,Double Room - Wonderful,
Standart,double ,Other,Standart,Other,Standart,Double Room (L),
Standart,double ,Other,Standart,Other,Standart,Double Room (M),
Standart,double ,Other,Standart,Other,Standart,Double Room (No Window),
Standart,double ,Other,Standart,Other,Standart,Double Room (Price Per Room),
shared ,double ,Other,Standart,Other,Standart,Double Room (Shared Bathroom),
Standart,double ,Other,Standart,Other,Standart,Double Room (Windows),
Standart,double ,Other,Standart,Other,Standart,Double Room (With Window),
Standart,double ,Other,Standart,Other,Standart,Double Room (Without Window),
Standart,double ,Other,Standart,Other,Standart,Double Room King Bed - Balcony,
Standart,double ,Other,Standart,city ,Standart,Double Room King Bed - City View,
Standart,double ,Other,Standart,Other,Standart,Double Room King Bed - Corner,
Standart,double ,Other,Standart,Garden,Standart,Double Room King Bed - Garden View,
Standart,double ,Other,Standart,Lake ,Standart,Double Room King Bed - Lake View,
Standart,double ,Other,Standart,Other,Standart,Double Room King Bed - Loft,
Standart,double ,Other,Standart,Sea,Standart,Double Room King Bed - Sea View,
Standart,double ,Other,Standart,Other,Standart,Double Room King Bed - Signature,
Standart,double ,Other,Standart,Other,Standart,Double Room King Bed - Smoking,
Standart,double ,Other,Standart,Other,Standart,Double Room King Bed - Vip,
Standart,double ,Other,Standart,Other,Standart,Double Room No Window,
Standart,double ,Other,Standart,Other,Standart,Double Room Park,
Standart,double ,Other,Standart,Other,Standart,Double Room Private Bathroom  - Small Window,
Standart,double ,Other,Standart,Other,Standart,Double Room Queen Bed,
Standart,double ,Other,Standart,Other,Standart,Double Room Queen Bed - No Window,
Standart,double ,Other,Standart,Other,Standart,Double Room Queen Bed - Smoking,
shared ,double ,Other,Standart,Other,Standart,Double Room Shared Bathroom,
Standart,double single twin ,Other,Standart,Other,Standart,"Double Room Single Use, 2 Twin Beds",
Standart,double single ,Other,Standart,Other,Standart,"Double Room Single Use, Non Smoking, Private Bathroom",
Standart,double ,Other,Standart,Other,Standart,Double Room Tower 2,
Standart,double ,Other,Standart,Other,Standart,Double Room With Air-Con,
Standart,double ,Other,Standart,Other,Standart,Double Room With Balcony,
Standart,double ,Other,Standart,Other,Standart,Double Room With Fan,
Standart,double ,Other,Standart,Other,Standart,Double Room With Private Bathroom,
Standart,double ,Other,Standart,Other,Standart,Double Room With Private External Bathroom,
share ,double ,Other,Standart,Other,Standart,Double Room With Share Bathroom,
shared ,double ,Other,Standart,Other,Standart,Double Room With Shared Bathroom,
shared ,double ,Other,Standart,Other,Standart,Double Room With Shared Bathroom Room,
Standart,double ,Other,Standart,Other,Standart,Double Room With Shower,
Standart,double ,Other,Standart,Other,Standart,Double Room With Window,
Standart,double ,Other,Standart,Other,Standart,Double Room Without Window,
Standart,double double ,Other,Standart,Other,Standart,"Double Room, 1 Double Bed",
Standart,double double ,Other,Standart,Other,Standart,"Double Room, 1 Double Bed (Free One-Way Airport Transfer)",
Standart,double ,Other,Standart,Other,Standart,"Double Room, 1 King Bed",
Standart,double ,Other,Standart,Other,Standart,"Double Room, 1 Queen Bed",
Standart,double ,Other,Standart,Other,Standart,"Double Room, 1 Queen Bed (With A/C)",
Standart,double ,Other,Standart,Other,Standart,"Double Room, 1 Queen Bed (With Fan)",
Standart,double ,Other,Standart,Other,Standart,"Double Room, Balcony",
Standart,double ,Other,Standart,city ,Standart,"Double Room, City View",
Standart,double ,Other,Standart,Other,Standart,"Double Room, No Windows",
Standart,double ,Other,Standart,Other,Standart,"Double Room, Non Smoking",
Standart,double ,Other,Standart,Other,Standart,"Double Room, Park View",
Standart,double ,Other,Standart,Other,Standart,"Double Room, Private Bathroom",
Standart,double ,Other,Standart,Other,Standart,"Double Room, Private Bathroom (Fan)",
shared ,double ,Other,Standart,Other,Standart,"Double Room, Shared Bathroom",
shared ,double ,Other,Standart,Other,Standart,"Double Room, Shared Bathroom (Aircond)",
Standart,double ,Other,Standart,Other,Standart,Double Run Of The House,
Standart,double ,Other,Standart,city ,Standart,Double Scenic City,
Standart,double ,Other,Standart,Sea,Standart,Double Sea View With Balcony,
Standart,double ,Other,Standart,Other,Standart,Double Seasons Crest,
Standart,double ,Other,Standart,Other,Standart,Double Signature Queen,
Standart,double ,Other,Standart,Other,Standart,Double Silka Room,
Standart,double single ,Other,Standart,Other,Standart,Double Single,
Standart,double ,Other,Standart,Other,Standart,Double Sky Loft,
Standart,double ,Other,Standart,Other,Standart,Double Skyline,
Standart,double ,Other,Standart,Other,Standart,Double Smart Room Queen,
Standart,double ,Other,Standart,Other,Standart,Double Splash,
Standart,double ,Other,Standart,Other,Standart,Double Standard - Queen,
Standart,double single ,Other,Standart,Other,Standart,Double Standard - Single,
Standart,double ,Other,Standart,Other,Standart,Double Standard No Window,
Standart,double ,Other,Standart,Other,Standart,Double Standard Non-Smoking,
pool ,double ,Other,Standart,Other,Standart,Double Standard Pool View,
Standart,double ,Other,Standart,Other,Standart,Double Standard Queen Window,
Standart,double ,Other,Standart,Other,Standart,Double Standard Room,
Standart,double ,Other,Standart,Other,Standart,Double Standard Window,
Standart,double ,Other,Standart,Other,Standart,Double Standard With Breakfast,
Standart,double ,Other,Standart,Other,Standart,Double Swiss Avantage,
Standart,double ,Other,Standart,Tower,Standart,Double Tower View,
Standart,double ,Other,Standart,city ,Standart,Double Traders City View,
Standart,double ,Other,Standart,Other,Standart,Double Two Bedrooms,
Standart,double ,Other,Standart,Other,Standart,Double Urban,
Standart,double ,Other,Standart,Other,Standart,Double Urban Den,
Standart,double ,Other,Standart,Other,Standart,Double Vertigo,
Standart,double ,Other,Standart,Other,Standart,Double With Balcony,
Standart,double ,Other,Standart,Other,Standart,Double With Bathtub,
Standart,double ,Other,Standart,Other,Standart,Double With Fan - No Window,
Standart,double ,Other,Standart,Other,Standart,Double With Private Bathroom,
shared ,double ,Other,Standart,Other,Standart,Double With Shared Bathroom,
Standart,double ,Other,Standart,Other,Standart,Double With Terrace,
Standart,double ,Other,Standart,Other,Standart,Double Wonderful,
Standart,double ,Other,Standart,Other,Standart,Double-Decked Bicycle Room,
Standart,double twin ,Other,Standart,Other,Standart,Double/Twin 1 Bedroom,
Standart,double twin ,Other,Standart,Other,Standart,Double/Twin Diplomat,
Standart,double twin ,Other,Standart,Other,Standart,Double/Twin Garden-Boutique,
Standart,double twin ,Other,Standart,Other,Standart,Double/Twin Radiance-Extra,
Standart,double twin ,Other,Standart,Other,Standart,Double/Twin The Different Degree,
Standart,Other,Other,Standart,Other,Standart,Duomo With Balcony,
Standart,Other,Other,Standart,Other,Standart,Dusit Queen Room,
Standart,Other,Other,Standart,Other,Standart,Dusit Room,
Standart,twin ,Other,Standart,Other,Standart,Dusit Twin Room,
Standart,Other,Other,Standart,Other,Standart,Eagle Nest (Cottage Max 4 Persons),
Standart,twin ,Other,Standart,Other,Standart,East Wing Standard Twin,
Standart,double ,Other,Standart,Other,Standart,Eco Double Room,
Standart,Other,Other,Standart,Other,Standart,Eco Room,
shared ,Other,Other,Standart,Other,Standart,Econo (Dbl/Twn-Shared Bathroom).,
Standart,double ,Other,Standart,Other,Standart,Econo Double Room,
Standart,twin ,Other,Standart,Other,Standart,Econo Twin Room,
Standart,Other,Other,Standart,Other,Standart,Economy,
Standart,Other,Other,Standart,Other,Standart,Economy - No Window,
Standart,double ,Other,Standart,Other,Standart,Economy Double,
Standart,double ,Other,Standart,Other,Standart,Economy Double No Window,
share ,double ,Other,Standart,Other,Standart,Economy Double No Window Share Bathroom,
shared ,double ,Other,Standart,Other,Standart,Economy Double No Window Shared Bathroom,
Standart,double ,Other,Standart,Other,Standart,Economy Double Non-Smoking,
Standart,double twin ,Other,Standart,Other,Standart,Economy Double Or Twin Room,
Standart,double ,Other,Standart,Other,Standart,Economy Double Room,
Standart,double double ,Other,Standart,Other,Standart,"Economy Double Room, 1 Double Bed",
Standart,double double ,Other,Standart,Other,Standart,"Economy Double Room, 1 Double Bed, Allergy Friendly",
Standart,double ,Other,Standart,Other,Standart,"Economy Double Room, No Windows",
Standart,Other,Other,Standart,Other,Standart,Economy King,
Standart,Other,Other,Standart,Other,Standart,Economy No View Room,
Standart,Other,Other,Standart,Other,Standart,Economy No Window,
Standart,Other,Other,Standart,Other,Standart,Economy Queen,
Standart,Other,Other,Standart,Other,Standart,Economy Room,
Standart,Other,Other,Standart,Other,Standart,Economy Room Non-Air Conditioning,
Standart,Other,Other,Standart,Other,Standart,Economy Room With Air Con And Balcony,
Standart,Other,Other,Standart,Other,Standart,"Economy Room, 1 Queen Bed",
Standart,Other,Other,Standart,Other,Standart,"Economy Room, No Windows",
Standart,triple ,Other,Standart,Other,Standart,Economy Triple,
Standart,triple ,Other,Standart,Other,Standart,Economy Triple Room,
Standart,triple twin ,Other,Standart,Other,Standart,"Economy Triple Room, 3 Twin Beds",
Standart,twin ,Other,Standart,Other,Standart,Economy Twin,
Standart,twin ,Other,Standart,Other,Standart,Economy Twin Room,
Standart,Other,Other,Standart,Other,Standart,Economy With Breakfast,
Standart,Other,Other,Standart,Other,Standart,Economy With Free Wi Fi,
Standart,Other,Other,Standart,Other,Standart,Eiffel Boutique,
Standart,Other,Other,Standart,Other,Standart,Eiffel Romance,
Standart,Other,Other,Standart,Other,Standart,Emerald Room,
Standart,twin ,Other,Standart,Other,Standart,Emerald Twin Room,
Standart,Other,Other,Standart,Other,Standart,Express Room,
Standart,twin ,Other,Standart,Other,Standart,Express Twin,
Standart,twin single ,Other,Standart,Other,Standart,"Express Twin, 2 Single Bed",
Standart,Other,Other,Standart,Other,Standart,Fabulous King Room,
Standart,Other,Other,Standart,Other,Standart,Fabulous Room,
Standart,twin ,Other,Standart,Other,Standart,Fabulous Twin Room,
Standart,Other,Other,Standart,Other,Standart,Fan Room,
Standart,Other,Other,Standart,Other,Standart,Fantastic 4,
Standart,Other,Other,Standart,Other,Standart,Fashion Room,
Standart,Other,Other,Standart,Other,Standart,Fashion Room Without Window,
Standart,Other,Other,Standart,Other,Standart,Female Room,
Standart,Other,Other,Standart,Other,Standart,First Class Couple,
Standart,Other,Other,Standart,Other,Standart,Four Bedroom House,
Standart,Other,Other,Standart,Other,Standart,Four Bedroom With Kitchenette,
Standart,Other,Other,Standart,Other,Standart,Frog House (Cottage Max 5 Persons),
Standart,Other,Other,Standart,Other,Standart,Front Building Back Wing,
Standart,Other,Other,Standart,Other,Standart,Front Building Garden Wing,
Standart,Other,Other,Standart,Other,Standart,Full House,
Standart,Other,Other,Standart,Other,Standart,Galaxy King,
Standart,Other,Other,Standart,Other,Standart,Garden View,
Standart,Other,Other,Standart,Other,Standart,Garden View + Breakfast,
Standart,Other,Other,Standart,Other,Standart,Garden View King,
Standart,Other,Other,Standart,Other,Standart,Garden View Room (Formerly Grand Garden View Room),
Standart,Other,Other,Standart,Other,Standart,Grand,
Standart,Other,Other,Standart,Other,Standart,Grand Balcony + Breakfast,
Standart,Other,Other,Standart,Other,Standart,Grand Balcony Room,
Standart,Other,Other,Standart,Other,Standart,Grand Biz Heritage,
Standart,Other,Other,Standart,Other,Standart,Grand King Bed,
Standart,Other,Other,Standart,Other,Standart,Grand King Room,
Standart,Other,Other,Standart,Other,Standart,Grand Leisure Heritage,
Standart,Other,Other,Standart,Other,Standart,Grand Luxury,
Standart,Other,Other,Standart,Other,Standart,Grand Luxury Room,
Standart,Other,Other,Standart,Other,Standart,Grand Room,
Standart,Other,Other,Standart,Other,Standart,Grand Room (Connecting Set),
Standart,Other,Other,Standart,Other,Standart,Grand Room + Breakfast,
Standart,Other,Other,Standart,city ,Standart,Grand Room City View,
Standart,Other,Other,Standart,Other,Standart,Grand Room River View,
Standart,double ,Other,Standart,Other,Standart,"Grand Room, 1 Double Bed",
Standart,Other,Other,Standart,Other,Standart,"Grand Room, 1 King Bed",
Standart,single ,Other,Standart,Other,Standart,"Grand Room, 2 Single Beds",
Standart,Other,Other,Standart,Other,Standart,"Grand Room, Balcony",
Standart,Other,Other,Standart,city ,Standart,"Grand Room, City View",
Standart,twin ,Other,Standart,Other,Standart,Grand Twin Room,
Standart,twin twin ,Other,Standart,Other,Standart,"Grand Twin Room, 2 Twin Beds, Balcony",
Standart,Other,Other,Standart,Other,Standart,Grand View Room,
Standart,twin ,Other,Standart,Other,Standart,Grand View Twin,
Standart,Other,Other,Standart,city ,Standart,"Grand-Room, City View",
Standart,Other,Other,Standart,Other,Standart,"Grand-Room, River View",
Standart,Other,Other,Standart,Other,Standart,Great Room,
Standart,Other,Other,Standart,Other,Standart,Great Room + Breakfast,
Standart,double ,Other,Standart,Other,Standart,Ground Floor Double Private Room,
Standart,Other,Other,Standart,Other,Standart,Group 4 Bed With Private Bathroom,
Standart,Other,Other,Standart,Other,Standart,Guest Room,
Standart,Other,Other,Standart,Other,Standart,Habitat,
Standart,Other,Other,Standart,Other,Standart,Habitat (Lead-In Room),
Standart,twin ,Other,Standart,Other,Standart,Heliconia Twin Room,
Standart,Other,Other,Standart,Other,Standart,Hemingway,
Standart,Other,Other,Standart,Other,Standart,Heritage,
Standart,double ,Other,Standart,Other,Standart,Heritage Double,
Standart,double ,Other,Standart,Other,Standart,Heritage Double Room,
Standart,Other,Other,Standart,Other,Standart,Hill View Room,
Standart,Other,Other,Standart,Other,Standart,Hillview Room,
Standart,double ,Other,Standart,Other,Standart,Holiday Double Room,
Standart,Other,Other,Standart,Other,Standart,Holiday Room,
Standart,double single ,Other,Standart,Other,Standart,"Holiday Room (Double Or Two Single Beds), (Street View)",
Standart,twin ,Other,Standart,Other,Standart,Holiday Twin Room,
Standart,Other,Other,Standart,Other,Standart,Hollywood Bed,
Standart,twin ,Other,Standart,Other,Standart,Hollywood Twin Room,
Standart,Other,Other,Standart,Other,Standart,Home,
Standart,Other,Other,Standart,Other,Standart,Honey Moon Room,
Standart,Other,Other,Standart,Other,Standart,Honeymoon,
Standart,double ,Other,Standart,city ,Standart,"Honeymoon Double Room, City View (2 Small Balcony)",
Standart,Other,Other,Standart,Other,Standart,Honeymoon Room,
Standart,double ,Other,Standart,Other,Standart,"Honeymoon Room, 1 Double Bed",
Standart,double ,Other,Standart,Other,Standart,Hot Deal Standard Double Room Only,
Standart,Other,Other,Standart,Other,Standart,House 1,
Standart,Other,Other,Standart,Other,Standart,House Beside View,
Standart,Other,Other,Standart,Other,Standart,Iconic Room,
Standart,Other,Other,Standart,Other,Standart,Iconic With Bts 1 Days Pass Per Stay,
Standart,Other,Other,Standart,Other,Standart,Indigo,
Standart,Other,Other,Standart,Other,Standart,Islamic Business Room - For Muslims Only,
Standart,Other,Other,Standart,Other,Standart,Japanese,
Standart,Other,Other,Standart,Other,Standart,Japanese Style,
Standart,Other,Other,Standart,Other,Standart,Jasmine Room,
Standart,double ,Other,Standart,Other,Standart,Joy Double Room With Window,
Standart,double ,Other,Standart,Other,Standart,Joy Double Room Without Window,
Standart,Other,Other,Standart,Other,Standart,King Bed,
Standart,Other,Other,Standart,Other,Standart,King Bed (No Window),
Standart,Other,Other,Standart,Other,Standart,King Bed (With Window),
Standart,Other,Other,Standart,Other,Standart,King Bed No Window,
Standart,Other,Other,Standart,Other,Standart,King Bed Overwater Panoramic View,
Standart,Other,Other,Standart,Other,Standart,King Bed Overwater Pavilion,
Standart,Other,Other,Standart,Other,Standart,King Bed Room,
Standart,Other,Other,Standart,Other,Standart,King Bed With Balcony,
Standart,Other,Other,Standart,Other,Standart,King Hilton Guestroom Plus,
Standart,Other,Other,Standart,Other,Standart,King Leisure Nonsmoking,
Standart,Other,Other,Standart,Other,Standart,King Leisure Smoking,
Standart,Other,Other,Standart,Other,Standart,King Room,
Standart,Other,Other,Standart,Other,Standart,King Room (R21),
Standart,Other,Other,Standart,Other,Standart,King Size Bedroom,
Standart,double ,Other,Standart,Other,Standart,Koko Couple (Double-Queen Bed),
Standart,twin ,Other,Standart,Other,Standart,Koko Mate (Twin Bed),
Standart,Other,Other,Standart,River,Standart,Krungthep River View,
Standart,Other,Other,Standart,Other,Standart,Lady Astor Room,
Standart,Other,Other,Standart,Other,Standart,Lady Room (Female Floor),
Standart,Other,Other,Standart,Other,Standart,Lake View,
Standart,double ,Other,Standart,Other,Standart,Lake View Double Room,
Standart,double ,Other,Standart,Other,Standart,Large Double Room,
Standart,Other,Other,Standart,Other,Standart,Large Home,
Standart,Other,Other,Standart,Other,Standart,Large Private Room With Window,
Standart,Other,Other,Standart,Other,Standart,Lmg Crib - King,
Standart,twin ,Other,Standart,Other,Standart,Lmg Crib -Twin,
Standart,Other,Other,Standart,Other,Standart,Lmg King,
Standart,twin ,Other,Standart,Other,Standart,Lmg Twin,
Standart,Other,Other,Standart,Other,Standart,Lodge Room,
Standart,Other,Other,Standart,Other,Standart,Loft,
Standart,Other,Other,Standart,Other,Standart,Loft (2 Persons),
Standart,Other,Other,Standart,Other,Standart,Loft Gallery,
Standart,Other,Other,Standart,Other,Standart,Loft King,
Standart,Other,Other,Standart,Other,Standart,Loft Queen,
Standart,Other,Other,Standart,Other,Standart,Loft Room,
Standart,double ,Other,Standart,Other,Standart,Loft Room With Double Bed,
Standart,triple ,Other,Standart,Other,Standart,Loft Triple,
Standart,twin ,Other,Standart,Other,Standart,Loft Twin,
Standart,Other,Other,Standart,city ,Standart,"Loft, 1 Bedroom, Lanai, City View",
Standart,Other,Other,Standart,Other,Standart,"Loft, 1 King Bed",
Standart,Other,Other,Standart,Other,Standart,"Loft, 1 Queen Bed",
Standart,Other,Other,Standart,Other,Standart,"Loft, 1 Queen Bed (Whimsical)",
Standart,Other,Other,Standart,Other,Standart,"Loft, 2 Queen Beds",
Standart,double ,Other,Standart,Other,Standart,Lub D Double,
Standart,Other,Other,Standart,Other,Standart,Lush Queen,
Standart,Other,Other,Standart,Other,Standart,Lush Room,
Standart,twin ,Other,Standart,Other,Standart,Lush Twin,
Standart,Other,Other,Standart,Other,Standart,Lux,
Standart,Other,Other,Standart,Other,Standart,Majestic Junior Room,
Standart,Other,Other,Standart,Other,Standart,Mandarin Room,
Standart,Other,Other,Standart,Other,Standart,Maple,
Standart,Other,Other,Standart,Other,Standart,Maple King,
Standart,twin ,Other,Standart,Other,Standart,Maple Twin,
Standart,Other,Other,Standart,Other,Standart,Marina Bay View,
Standart,Other,Other,Standart,Other,Standart,Marina View Room,
Standart,Other,Other,Standart,Other,Standart,Master,
Standart,Other,Other,Standart,Other,Standart,Master Bedroom,
Standart,Other,Other,Standart,Other,Standart,Matrixx Queen,
Standart,twin ,Other,Standart,Other,Standart,Matrixx Twin,
Standart,Other,Other,Standart,Other,Standart,Maxi,
Standart,Other,Other,Standart,Other,Standart,Medi,
Standart,Other,Other,Standart,Other,Standart,Medium Private Room With Window (Renovated),
Standart,Other,Other,Standart,Other,Standart,Mei Hua,
Standart,Other,Other,Standart,Other,Standart,Melia Guestroom,
Standart,Other,Other,Standart,Other,Standart,Melia Room,
Standart,Other,Other,Standart,Other,Standart,Merchant,
Standart,Other,Other,Standart,Other,Standart,Merchant Queen Room,
Standart,Other,Other,Standart,Other,Standart,Merchant Room,
Standart,Other,Other,Standart,Other,Standart,Merchant Room + Breakfast,
Standart,double twin ,Other,Standart,Other,Standart,Merdeka Double Or Twin Room,
Standart,Other,Other,Standart,Other,Standart,Metropolitan,
Standart,Other,Other,Standart,Other,Standart,Metropolitan Room,
Standart,Other,Other,Standart,Other,Standart,Mini,
Standart,Other,Other,Standart,city ,Standart,"Mini Design Loft, Balcony, City View",
Standart,double ,Other,Standart,Other,Standart,Mini Double Room,
Standart,Other,Other,Standart,Other,Standart,Mini King,
Standart,Other,Other,Standart,Other,Standart,Mini King Room,
Standart,Other,Other,Standart,Other,Standart,Mini Loft,
Standart,Other,Other,Standart,Other,Standart,Mini Queen,
Standart,Other,Other,Standart,Other,Standart,Mini Room,
Standart,Other,Other,Standart,Other,Standart,Mini Rooms (Standard),
Standart,twin ,Other,Standart,Other,Standart,Mini Twin Room,
shared ,double ,Other,Standart,Other,Standart,Mixed Double Pod In A 4-Pod Mixed Shared,
Standart,double ,Other,Standart,Other,Standart,Mjoy Double Room,
Standart,Other,Other,Standart,Other,Standart,Modern Chinese Corner Room,
Standart,double ,Other,Standart,Other,Standart,Modern Chinese Double Room,
Standart,double ,Other,Standart,city ,Standart,Modern Chinese Double Room With City View,
Standart,Other,Other,Standart,city ,Standart,"Modern Chinese Room, City View",
Standart,Other,Other,Standart,Other,Standart,"Modern Chinese Room, No Window",
Standart,Other,Other,Standart,Other,Standart,Modern Japanese-Style Room,
Standart,Other,Other,Standart,Other,Standart,Modern Room,
Standart,Other,Other,Standart,Other,Standart,Mono,
Standart,Other,Other,Standart,Other,Standart,Montha Room,
Standart,single ,Other,Standart,Other,Standart,Moon 4 Single Beds,
Standart,Other,Other,Standart,Other,Standart,Moonlight (Garden View),
Standart,double ,Other,Standart,Other,Standart,Morroc Double,
Standart,Other,Other,Standart,Other,Standart,Ms.grey,
Standart,Other,Other,Standart,Other,Standart,Mu Dan,
Standart,Other,Other,Standart,Other,Standart,Mulberry,
Standart,double ,Other,Standart,Other,Standart,My Double,
Standart,double ,Other,Standart,Other,Standart,My Double Room,
Standart,Other,Other,Standart,Other,Standart,My Room,
Standart,Other,Other,Standart,Other,Standart,My Room (Room Only) No Window,
Standart,Other,Other,Standart,Other,Standart,My Room (Set Breakfast) No Window,
Standart,twin ,Other,Standart,Other,Standart,My Room Queen Bed Or Twin Bed - Without Window,
Standart,triple ,Other,Standart,Other,Standart,My Triple,
Standart,triple ,Other,Standart,Other,Standart,My Triple Room,
Standart,twin ,Other,Standart,Other,Standart,My Twin,
Standart,twin ,Other,Standart,Other,Standart,My Twin Room,
Standart,Other,Other,Standart,Other,Standart,Mystery Room,
Standart,Other,Other,Standart,Other,Standart,Navy Blue,
Standart,Other,Other,Standart,Other,Standart,New Standard,
Standart,Other,Other,Standart,Other,Standart,New Standard Room,
Standart,Other,Other,Standart,Other,Standart,No Window Room,
Standart,Other,Other,Standart,Other,Standart,Non Refundable Standard ,
Standart,Other,Other,Standart,Other,Standart,Nuve Basic,
Standart,Other,Other,Standart,Other,Standart,Nuve Basic Room,
Standart,Other,Other,Standart,Other,Standart,Nuve Connecting Rooms,
Standart,Other,Other,Standart,Other,Standart,Oahu Sarawak,
Standart,Other,Other,Standart,Other,Standart,Oasis,
Standart,Other,Other,Standart,city ,Standart,Oasis City View,
pool ,Other,Other,Standart,Other,Standart,Oasis Pool View,
Standart,Other,Other,Standart,Other,Standart,Oasis Retreat,
Standart,Other,Other,Standart,Other,Standart,Oasis Room,
Standart,Other,Other,Standart,Other,Standart,Ocean View,
Standart,Other,Other,Standart,Other,Standart,"Ocean View Room, King",
Standart,twin ,Other,Standart,Other,Standart,"Ocean View Room, Twin",
Standart,Other,Other,Standart,Other,Standart,Oldtown Couple,
Standart,Other,Other,Standart,Other,Standart,One Bedroom,
Standart,Other,Other,Standart,Other,Standart,One Bedroom 78 Sqm,
Standart,Other,Other,Standart,Other,Standart,One Bedroom 85 Sqm,
Standart,Other,Other,Standart,Other,Standart,One Bedroom Standard,
Standart,double ,Other,Standart,Other,Standart,One Double Bed Room,
Standart,Other,Other,Standart,Other,Standart,Orchid Room,
Standart,Other,Other,Standart,Other,Standart,Oriental Charm,
Standart,Other,Other,Standart,Other,Standart,Oriental Room,
