bedType,bed,roomType,view,master_room_type,room_name,
twin ,Other,Other,Other,Studio,"Studio, 2 Twin Beds (Twin)",
twin ,Other,Other,Other,Studio,Twin Studio,
Other,Other,Other,Other,Studio,Studio,
Other,Other,Other,Other,Studio,Studio  Room,
Other,Other,Other,Other,Studio,Studio Room,
Other,Other,Other,City,Studio,"Studio, City View",
Other,Other,Other,Other,Studio,Studio.,
Other,queen ,Other,Other,Studio,Queen Studio,
Other,queen ,Other,Other,Studio,Studio Queen,
Other,queen ,Other,Other,Studio,"Studio, 1 Queen Bed",
Other,queen ,deluxe ,Other,Studio Deluxe,Deluxe Queen Studio,
double ,Other,Other,Other,Studio Double,Double Studio,
Other,Other,executive ,Other,Studio Executive,Studio Executive,
Other,Other,premier ,Other,Studio Premier,Studio Premier,
Other,Other,Other,Other,Studio Standard,Standard Studio,
Other,Other,Other,Other,Studio Standard,Standard Studio (2 Adults),
Other,Other,Other,Other,Studio Standard,Standard Studio 1,
Other,Other,Other,Other,Studio Standard,Standard Studio 2,
Other,Other,Other,Other,Studio Standard,Standard Studio 5,
Other,Other,Other,Other,Studio Standard,Studio Standard,
Other,Other,Other,Other,Studio Standard,Studio Standard Fl. 2 - 4,
single ,Other,suite ,Other,Studio Suite,Studio Suite Single,
Other,Other,suite ,City,Studio Suite,"City Studio Suite, 1 Queen Bed, Balcony, City View",
Other,Other,suite ,Other,Studio Suite,Studio - Suite,
Other,Other,suite ,Other,Studio Suite,Studio Suite,
Other,Other,suite ,Other,Studio Suite,Studio Suite Twin,
Other,Other,suite ,Other,Studio Suite,Studio Suite.,
Other,king ,suite ,Other,Studio Suite,"Studio Suite, 1 King Bed",
Other,queen ,suite ,Other,Studio Suite,Studio Suite (1 Queen Bed),
Other,queen ,suite ,Other,Studio Suite,Studio Suite (2 Queen Bed),
double ,Other,suite ,Other,Suite,Double Suite,
double ,Other,suite ,Other,Suite,Suite Double Bed,
double ,king ,suite ,Other,Suite,Double Loft King Suite,
double twin ,Other,suite ,Other,Suite,Suite Double Or Twin,
Other,Other,classic suite ,Other,Suite,Klcc View Classic Suite,
Other,queen ,suite ,Other,Suite,"Signature Suite, 2 Queen Beds",
Other,Other,suite ,Other,Suite,Jj Suite,
Other,Other,suite ,Other,Suite,One Bedroom Suite,
Other,Other,suite ,Other,Suite,Suite,
Other,Other,suite ,Other,Suite,Suite 1 Bedroom,
Other,Other,suite ,Other,Suite,"Suite, 1 Bedroom",
Other,Other,suite ,Other,Suite,"Suite, 1 Bedroom, Kitchenette",
Other,Other,suite ,Other,Suite,"Suite, 2 Bedrooms",
Other,Other,suite ,Towers,Suite,Twin Towers View Suite,
Other,king ,suite ,Other,Suite,John Jacob Astor King Suite,
Other,king ,suite ,Other,Suite,King Suite Non-Smoking,
Other,king ,suite ,Other,Suite,King Suite Room,
Other,king ,suite ,Other,Suite,Twin Towers View Suite 1 King,
Other,queen ,suite ,Other,Suite,2 Bedroom Suite Queen Bed,
Other,queen ,suite ,Other,Suite,Suite Queen,
Other,queen ,suite ,Other,Suite,Suite Queen Size Bed,
Other,queen ,suite ,Other,Suite,"Suite, 1 Queen Bed",
double ,Other,superior ,Other,Superior,Double Room - Superior,
double ,Other,superior ,Other,Superior,Double Room Queen Bed - Superior,
double ,Other,superior ,Other,Superior,Double Superior,
double ,Other,superior ,Other,Superior,Superior  Double,
double ,Other,superior ,Other,Superior,Superior  Double Room,
double ,Other,superior ,Other,Superior,Superior - Double,
double ,Other,superior ,Other,Superior,Superior Double,
double ,Other,superior ,Other,Superior,Superior Double Room,
double ,Other,superior ,Other,Superior,Superior Double Room - Non-Smoking,
double ,Other,superior ,Other,Superior,"Superior Double Room, No Windows",
double ,Other,superior ,Other,Superior,"Superior Double Room, Non Smoking",
double ,king ,superior ,Other,Superior,Double Room King Bed - Superior,
double single ,Other,superior ,Other,Superior,"Superior Room, 1 Double Or 2 Single Beds",
double single ,Other,superior ,Other,Superior,Superior Single Or Double Room,
double twin ,Other,superior ,Other,Superior,Double Or Twin Superior,
double twin ,Other,superior ,Other,Superior,Double Or Twin Superior Tower Wing,
double twin ,Other,superior ,Other,Superior,Hanoi Classic - Superior Double Or Twin Room,
double twin ,Other,superior ,Other,Superior,Superior  Double Or Twin Room ,
double twin ,Other,superior ,Other,Superior,Superior Double  Or Twin Room,
double twin ,Other,superior ,Other,Superior,Superior Double Or Twin Room,
double twin ,Other,superior ,Other,Superior,"Superior Room, 1 Double Or 2 Twin Beds",
double twin ,Other,superior ,Other,Superior,Twin/Double Room - Superior,
single ,Other,superior ,Other,Superior,Superior (2 Single Beds),
single ,Other,superior ,Other,Superior,Superior 2 Single Beds,
single ,Other,superior ,Other,Superior,Superior Room - 2 Single Beds,
single ,Other,superior ,Other,Superior,Superior Room 2 Single Beds,
single ,Other,superior ,Other,Superior,"Superior Room, 2 Single Beds",
single ,Other,superior ,Other,Superior,Superior Single,
triple ,Other,superior ,Other,Superior,Superior Triple Room,
triple double single ,Other,superior ,Other,Superior,Superior Triple (1 Double Bed And 1 Single Bed),
triple single ,Other,superior ,Other,Superior,Superior Triple - 3 Single Beds,
twin ,king ,superior ,Other,Superior,Corporate Superior King Or Twin,
twin ,Other,superior ,Other,Superior,Superior  Twin Room,
twin ,Other,superior ,Other,Superior,Superior (Twin),
twin ,Other,superior ,Other,Superior,Superior Room (Twin),
twin ,Other,superior ,Other,Superior,Superior Room Twin,
twin ,Other,superior ,Other,Superior,"Superior Room, 2 Twin Beds",
twin ,Other,superior ,Other,Superior,"Superior Room, 2 Twin Beds (Heliconia)",
twin ,Other,superior ,Other,Superior,Superior Twin,
twin ,Other,superior ,Other,Superior,Superior Twin  Room,
twin ,Other,superior ,Other,Superior,Superior Twin (Window),
twin ,Other,superior ,Other,Superior,Superior Twin (Without Window),
twin ,Other,superior ,Other,Superior,Superior Twin - No Window,
twin ,Other,superior ,Other,Superior,Superior Twin Room,
twin ,Other,superior ,Other,Superior,Superior Twin Room - 2 Single Beds,
twin ,Other,superior ,Other,Superior,Superior Twin Room With Window,
twin ,Other,superior ,Other,Superior,Superior Twin Room Without Window,
twin ,Other,superior ,Other,Superior,"Superior Twin Room, 2 Twin Beds",
twin ,Other,superior ,Other,Superior,"Superior Twin Room, No Windows",
twin ,Other,superior ,Other,Superior,Twin Room - Superior,
twin ,Other,superior ,Other,Superior,Twin Room - Superior - Tower,
twin ,Other,superior ,Other,Superior,Twin Room Superior,
twin ,Other,superior ,Other,Superior,Twin Superior,
Other,Other,superior ,Other,Superior,Superior,
Other,Other,superior ,Other,Superior,Superior  Room,
Other,Other,superior ,Other,Superior,Superior (No Window),
Other,Other,superior ,Other,Superior,Superior No Window,
Other,Other,superior ,Other,Superior,Superior Room,
Other,Other,superior ,Other,Superior,Superior Room (Newly Renovated!),
Other,Other,superior ,Other,Superior,Superior Room (Non Seaview),
Other,Other,superior ,Other,Superior,Superior Room (Windowless),
Other,Other,superior ,Other,Superior,Superior Room (With Window),
Other,Other,superior ,Other,Superior,Superior Room - Room Only, 1 Single Bed
Other,Other,superior ,Other,Superior,"Superior Room, 1 Bedroom",
Other,Other,superior ,City,Superior,"Superior Room, City View",
Other,Other,superior ,Other,Superior,"Superior Room, No Windows",
Other,Other,superior ,Sea,Superior,"Superior Room, Sea View",
Other,Other,superior ,Other,Superior,Superior Room.,
Other,Other,superior ,Other,Superior,Superior V,
Other,Other,superior ,Other,Superior,Superior Window,
Other,Other,superior ,Other,Superior,Superior With Window,
Other,Other,superior ,Other,Superior,Superior(Newly Renovated),
Other,Other,superior ,Other,Superior,"Superior, No Window",
Other,Other,superior ,Other,Superior,Superior.,
Other,queen ,superior ,Other,Superior,Corporate Superior Queen,
Other,queen ,superior ,Other,Superior,Superior Queen,
Other,queen ,superior ,Other,Superior,Superior Queen (Window),
Other,queen ,superior ,Other,Superior,Superior Queen (Without Window),
Other,queen ,superior ,Other,Superior,Superior Queen Room,
Other,queen ,superior ,Other,Superior,Superior Queen Room With Window,
Other,queen ,superior ,Other,Superior,Superior Queen.,
Other,queen ,superior ,Other,Superior,Superior Room (Queen),
Other,queen ,superior ,Other,Superior,"Superior Room, 1 Queen Bed",
Other,queen ,superior ,Other,Superior,"Superior Room, 2 Queen Beds",
Other,Other,superior ,Other,Superior,Superior Studio,
Other,Other,superior ,Other,Superior Chalet,Superior Chalet,
double ,Other,superior ,Other,Superior Club,Club Superior Double Room,
double twin ,Other,superior ,Other,Superior Club,Double Or Twin Club Superior,
double twin ,Other,superior ,Other,Superior Club,Twin/Double Room - Superior - Club Room,
twin ,Other,superior ,Other,Superior Club,Club Superior Twin Room,
Other,Other,superior ,Other,Superior Club,Club Superior Room,
Other,Other,superior ,Other,Superior Club,Superior Club,
Other,Other,superior ,Other,Superior Club,Superior Club With Breakfast,
Other,king ,superior ,Other,Superior Club,Club Superior King Room,
Other,Other,superior ,Other,Superior Condo,"Superior Condo, 1 Bedroom",
Other,Other,superior ,Other,Superior Condo,"Superior Condo, 2 Bedrooms",
Other,Other,superior ,Other,Superior Condo,"Superior Condo, 3 Bedrooms",
double ,Other,superior deluxe ,Other,Superior Deluxe,Superior Deluxe Double,
twin ,Other,superior deluxe ,Other,Superior Deluxe,Superior Deluxe Twin,
Other,Other,superior deluxe ,Other,Superior Deluxe,Standard Deluxe,
Other,king ,superior deluxe ,Other,Superior Deluxe,Superior Deluxe King,
Other,Other,superior ,Other,Superior Family,Family Room (Superior ),
Other,Other,superior ,Other,Superior Family,Superior Family,
Other,Other,superior ,Other,Superior Family,Superior Family Room - 1 Queen Bed &Amp,
Other,Other,superior suite ,Other,Superior Family Suite,Superior Family Suite (2 Adults And 2 Children),
Other,king ,superior ,Other,Superior,Superior King,
Other,king ,superior ,Other,Superior,Superior Room (King),
Other,king ,superior ,Other,Superior,"Superior Room, 1 King Bed",
Other,king ,superior ,Other,Superior,"Superior Room, 1 King Bed - Room Only",
double ,Other,superior ,Other,Superior Studio,Studio Superior Double,
double twin ,Other,superior ,Other,Superior Studio,Double Or Twin Superior Studio,
twin ,Other,superior ,Other,Superior Studio,Superior Studio - Twin Bed,
twin ,Other,superior ,Other,Superior Studio,Superior Studio Twin Bed Room,
Other,king ,superior ,Other,Superior Studio,Studio Superior King,
Other,king ,superior ,Other,Superior Studio,Superior Studio King,
Other,king ,superior ,Other,Superior Studio,"Superior Studio, 1 King Bed",
Other,queen ,superior ,Other,Superior Studio,Superior Studio - Queen Bed,
Other,Other,superior ,Other,Superior Studio Apartment,Superior Studio Apartment,
Other,Other,superior suite ,Other,Superior Studio,Superior Studio Suite,
Other,Other,superior suite ,Other,Superior Studio,"Superior Studio Suite, 1 King Bed",
Other,Other,superior suite ,Other,Superior Studio,"Superior Studio Suite, Balcony",
double twin ,Other,superior suite ,Other,Superior Suite,Double Or Twin Superior Suite,
twin ,Other,superior suite ,Other,Superior Suite,Twin Superior Suite,
Other,Other,superior suite ,Other,Superior Suite,Suite One Bedroom Superior,
Other,Other,superior suite ,Other,Superior Suite,Suite Superior,
Other,Other,superior suite ,Other,Superior Suite,Superior Suite,
Other,Other,superior suite ,Other,Superior Suite,"Superior Suite, 1 Bedroom",
Other,king ,superior suite ,Other,Superior Suite,"Superior Suite, 1 King Bed, Balcony",
Other,queen ,superior suite ,Other,Superior Suite,Superior Suite With 2 Queen Bed,
Other,Other,superior ,Other,Superior Villa,Superior Villa,
Other,Other,superior ,Other,Superior Villa,Villa Superior,
triple ,Other,Other,Other,Triple,Triple Room,
triple ,Other,Other,Other,Triple,Triple Room (No Window),
triple ,Other,Other,Other,Triple,Triple Room Shared Bathroom,
triple ,Other,Other,Other,Triple,Triple Room With Shared Bathroom,
triple ,Other,Other,Other,Triple,"Triple Room, Shared Bathroom",
triple double ,Other,Other,Other,Triple,Triple Bed - 1 Double With 1 Bunk Bed,
triple double single ,Other,Other,Other,Triple,Triple - 1 Double + 1 Single Bed,
triple ,Other,Other,Other,Triple Bunk,Triple - Bunk Bed Style,
triple ,Other,suite ,Other,Triple Suite,Triple Suite,
twin ,Other,Other,Other,Twin,My Twin Room,
twin ,Other,Other,Towers,Twin,Traders Twin Towers View,
twin ,Other,Other,Towers,Twin,Traders Twin Towers View Twin,
twin ,Other,Other,Other,Twin,Twin,
twin ,Other,Other,Other,Twin,Twin  Room,
twin ,Other,Other,Other,Twin,Twin Room,
twin ,Other,Other,Other,Twin,Twin Room (Cozy),
twin ,Other,Other,Other,Twin,Twin Room (No Window),
twin ,Other,Other,Other,Twin,"Twin Room, Shared Bathroom, Courtyard View",
Other,Other,suite ,Other,Villa,Serenity Villa Suite,
Other,Other,Other,Other,Villa,Three Bedroom Villa,
Other,Other,Other,Other,Villa,Two Bedroom Villa,
Other,Other,Other,Other,Villa,Villa,
Other,Other,Other,Other,Villa,"Villa, 2 Bedrooms",
